UID,Tag,day,mode,success,time,os,version,device1,device2,device_code1,device_code2,mac1,ip1,ip2,device_code3,mac2,wifi,geo_code,ip1_sub,ip2_sub
10256,0,19,e1d2fad8ffdc66b3,,9:05:06,200,,,,,,,,,,,,,,
10257,0,7,8c7ce5ff939e66d1,1,17:50:39,102,7.0.5,abc01ae41fae3e80,HISENSE E76MINI,f9eb80cf490c9d52,ba079cb134f873b6,b7ec71331feb5cc2,f003759326bcf7b8,,,,,wxyb,cedea308331d34c2,
10258,0,28,c8741ce15ceac2a4,1,19:22:31,102,7.0.9,d2cf44cec09806cc,VIVO Y66,d56825dc8230cde5,214e543125986169,,70726fe86dd66a58,,,cd85718d6037ba38,,wkr5,aa3f069d2c05b135,
10259,1,3,c8741ce15ceac2a4,1,12:24:05,102,6.6.2,0d4e77d48255a0a2,GIONEE GN5007,9fd349109b052335,8a3a4f12067a65ce,,90ca747beb6f9814,,,77a7b8c4de88c8b0,,ww8n,d63ff672a080be25,
10260,0,26,c8741ce15ceac2a4,1,22:14:08,102,7.0.9,09baf2f39bc3dc86,STF-AL10,e2e2a5fa4b12182f,e2bbb13d4dc3c259,,9b7bbccae189aaa3,,,a8dc52f65085212e,,wk8k,cd9609981ad78805,
10261,0,1,c8741ce15ceac2a4,1,16:36:13,102,7.0.5,85c87fbb67d94943,NEXUS 6,256daf7e210b9fcb,4a631099b1e9a6f2,,ad487bb9bb1c0013,,,a8dc52f65085212e,,wtwj,3199ef1f8afeb3c3,
10262,1,26,c8741ce15ceac2a4,1,20:38:13,102,7.0.9,a92470e4f878a3f4,PRO 6,e51deb027bbebf02,5da9994d1927d0cf,,5d7e4518b5b127c4,,,a8dc52f65085212e,,wsk5,5c175c7b79b11757,
10263,0,1,79f8b86938180c3c,,9:08:42,200,,,,,,,,,,,,,,
10264,0,16,acfaded7e04e7ba0,1,17:38:27,102,7.0.2,630a1adff2a87007,HM 1S,99d7a6b0e196ec3b,,,3bb2be72d1f772a7,,,9d35596837c45f44,5e25de6a8b8aab56,wrr2,ee5cf2a0194b55f3,
10265,0,7,cca82161b59127c1,1,21:55:51,200,,,,,,,,752f642d05d43361,,,,,,967dda78578e444c
10266,0,20,c8741ce15ceac2a4,1,5:39:20,102,7.0.9,09baf2f39bc3dc86,HUAWEI VNS-AL00,644cdae9195e5cb3,63cde4bd8691003c,,d4499a8231305ec5,,,6fffbc948f899673,,wxy0,2ded8d34af2fb521,
10267,0,6,d25caee90b27fa9b,1,4:57:29,102,7.0.5,09baf2f39bc3dc86,,0732a447a7bdc921,19b8420c5c9d8278,,7d19eba81ce758b8,,,a8dc52f65085212e,,wwe2,c8ce5330a4358c89,
10268,0,14,3b02bcd4b685d7a8,1,23:20:41,200,,,,,,,,19cfa58eeda26888,,,,,,f13ad1a449bcbd08
10269,0,28,e806d126013b42d1,1,16:55:03,102,7.0.9,49dd36968dbfadda,OPPO R9S PLUS,5eef5dc02ab891d9,bccb869f78ac1fb2,cc73cd8df1c5bac6,7b2f54b77d59de57,,,,,wqpg,04a6359658e14a56,
10270,0,29,c8741ce15ceac2a4,1,9:47:12,102,7.0.9,09baf2f39bc3dc86,HUAWEI SC-CL00,20b71e387b648f58,898ff6ed65f14bd4,,3770dfde5e98c75a,,,9cde5f30ee5a9257,8fa0148cb5277ea5,ww56,8b5c444111f18825,
10271,0,22,00094ae2a1d62504,1,21:49:00,200,,,,,,,,9c7a8f7aa9ca2d6c,,,,,,db7715e9fe6c975b
10272,1,9,c8741ce15ceac2a4,1,8:36:16,102,7.0.5,09baf2f39bc3dc86,BLN-AL40,3a6cad3a24aad20b,3bd69d6be2ce76c9,,f64491b696b644c3,,,a8dc52f65085212e,,wssk,47ce970c27fafb2b,
10273,0,27,d25caee90b27fa9b,0,10:01:01,102,7.0.2,d2cf44cec09806cc,,a7b5565a0ce74813,03e750ad3df08965,,7b41ffd8f9952ad4,,,365e6a49707dc90c,,wtdp,f8f096f8498a7463,
10274,0,28,acfaded7e04e7ba0,0,16:40:39,102,7.0.9,8f970961c66d9ec6,ZTE BA603,b293fdf0e37f6986,,,c2e32b17380569ca,,,412e8c418fe99e9f,e5c246d707b95841,wm6s,0a573a6a0aa2c80e,
10275,0,1,c8741ce15ceac2a4,1,10:07:43,102,7.0.5,49dd36968dbfadda,OPPO A37M,6b2eb75cc7ee6150,5d1c3bc0504c61e2,,7674e0cd1fed32f7,,,3f2a04fe56dce4c3,,tzuw,757c365919e0378c,
10276,0,5,cd75f033b0488ace,1,15:35:56,200,,,,,,,,4ca16b1075d520fc,,,,,,e044c6bfc72747c5
10277,0,1,d25caee90b27fa9b,1,17:50:53,102,7.0.5,09baf2f39bc3dc86,,5048f88d0d373f90,6354df3269836614,,78f4a2b3802bb332,,,a8dc52f65085212e,,wmuj,05271f0608c4e711,
10278,0,17,d25caee90b27fa9b,1,13:37:45,103,6.6.3,430969917ef27935,,,,,4f733aa255d59ff5,,a8796da91e682e04,,,,5ac2aaf9ae0beefd,
10279,0,14,c8741ce15ceac2a4,1,23:50:43,102,7.0.9,09baf2f39bc3dc86,FRD-AL10,8739a6c8f977f310,3b7f9dab6bf9af1a,,7364d48289c10dca,,,a8dc52f65085212e,,wtw3,248cace00fc9618f,
10280,0,27,d25caee90b27fa9b,1,15:47:52,102,4.1.7,09baf2f39bc3dc86,,2667863aa7576dd2,efb7461412a108af,,99533c7d37963762,,,6e8cfb7543bf03d6,,,72309d88abb9b916,
10281,0,29,c8741ce15ceac2a4,1,21:01:20,102,7.0.9,09baf2f39bc3dc86,VTR-AL00,92f71ff2f5f448c6,9b932221efa706aa,,973a595957356ef0,,,a8dc52f65085212e,bbbf5a3b750ae42a,ws17,43e0ba8197b83a0e,
10282,0,29,b501fa4fc58206b9,1,10:40:43,102,7.0.9,d2cf44cec09806cc,VIVO X20A,e82c285218115a45,d80cb8399d685a20,6638c211737a3278,53490572732d1f39,,,,,wm3y,6658f9475be63651,
10283,0,16,479617cd802ed152,1,8:42:30,200,,,,,,,,b902f208509e57b5,,,,,,84c5db6a6320f271
10284,0,12,c8741ce15ceac2a4,1,14:03:53,103,7.0.5,217be25fde3ee53b,IPHONE 6S,,,,22e73aa3d78644e2,,62c8590ec9a64b06,,,,76f281f22ea4d16d,
10285,0,25,acfaded7e04e7ba0,1,14:29:23,103,7.0.7,27bd85ccb0b126a1,IPHONE 6S PLUS,,,,f22d07435d8a0f8b,,2965cb24ba698c56,,,,f5a6a5b7b53e92a2,
10286,0,3,d25caee90b27fa9b,1,12:36:34,102,6.6.2,09baf2f39bc3dc86,,9321b01041147454,399111ded27c7739,,3ff5390b405debdd,,,799d161c64806145,,wwef,d94909d0ad19ebac,
10287,0,15,d25caee90b27fa9b,1,10:52:07,107,,,,,,,,bb49f882520851f2,,,,,,56d808c6ce233ba2
10288,0,30,d25caee90b27fa9b,1,9:17:23,101,,,,,,,,,,,,,,
10289,0,28,b501fa4fc58206b9,1,10:46:41,103,7.0.7,49b4179bdd6d9220,IPHONE 7 PLUS,,,,2ac68fce59b4acea,,606f80cd142ef760,,,wtk1,8e370824fb1cd050,
10290,0,7,c8741ce15ceac2a4,1,5:37:10,103,5.8.15,fbf0b1eda0c289c6,IPHONE 6 PLUS,,,,3c730f62b44da04d,,7cb94c59e5cfb977,,,,9ca1547db4a42ef2,
10291,0,6,d21cae2b73884a8d,1,17:10:28,200,,,,,,,,0f7cdbdce8eaa95b,,,,,,1674a423a27cf03d
10292,0,10,cd75f033b0488ace,1,1:08:06,200,,,,,,,,24a9ec1f3a507414,,,,,,098d50e9bfb250a0
10293,1,16,c8741ce15ceac2a4,1,7:50:35,102,7.0.2,630a1adff2a87007,REDMI 3X,7b157c139ce9dba5,86782b43d33b1717,,d298ff1abb7527d1,,,425dca65452adf33,1303a98eb5ad0a37,wtg5,1594790e4b78f1e7,
10294,0,13,c8741ce15ceac2a4,1,13:30:51,102,7.0.5,49dd36968dbfadda,OPPO A73,e07e9c49290dbbec,ee0af0959858e4d2,,824080fca2246be2,,,a8dc52f65085212e,,wk2c,4b531679309bd88f,
10295,1,26,e1d2fad8ffdc66b3,,19:13:19,200,,,,,,,,,,,,,,
10296,0,22,d25caee90b27fa9b,1,19:31:41,102,7.0.9,d2cf44cec09806cc,,6e202aa50226300f,a8cdd09667d3214b,,e208e48702a69d98,,,ed70d14eb4d9aa01,,wrn4,a7016b837a81beda,
10297,0,2,c8741ce15ceac2a4,1,10:10:06,102,7.0.2,630a1adff2a87007,REDMI 3X,7b157c139ce9dba5,7106d4269a3b6613,,7d4bd5baad9345b8,,,a8dc52f65085212e,,wtg7,4726ce14c84e25c4,
10298,0,9,bf79b3647c0878eb,1,8:24:04,102,7.0.5,49dd36968dbfadda,A31C,d036ff8fc78512ad,12c44d51a02a26b4,6e45af28c0432857,bcc86882bcda03ba,,,,,wts6,e8b25b5a194d2991,
10299,0,16,d25caee90b27fa9b,1,10:33:56,103,7.0.7,aca4977fbe8741e1,,,,,15f653def2afd23a,,33363505cb6c1931,,,,74f58a522a55c4de,
